full_text,sentiment_label,sentiment_score
kenaikan pajak pertambahan nilai ppn persen januari diterapkan dijanjikan kenaikan berlaku selektif barang mewah ekonomi adadikompas,positive,1.0
seandaimya dlm forum mgkn bhs sri yg sok taubikin hoax dll kenaikan pajak rakyat utk sda kemana,negative,-9.0
sales mobil indonesia pusing dampak rencana kenaikan bbn pajak mobil januari ekonomi ambruk kenaikan pajak,negative,-18.0
kenaikan pajak pertambahan nilai ppn diberlakukan barang mewah mobil mewah apartemen mewah rumah mewah serba mewah wakil ketua dpr sufmi dasco,positive,6.0
iya mas ketimbang indonesia terkena pajak karbon yg krn kenaikan suhu akibat energi netijen,negative,-2.0
pagi sehubungan rencana kenaikan ppn jan mohob informasinya kenaikan diimplementasikan objek,negative,-2.0
pr kenaikan ppn brg mewah dikenakan pendapatan modal tingkat tabungan pemerintah mempelajari pajak emisi co dikenakan pajak,negative,-7.0
gimana kerenkan presiden pilihan gw disaat kenaikan pajak setujui fraksi salahkan tetep presiden udah liat dasco kalo petugas partai berani membatalkan,positive,6.0
orang kaya gencet pemilik modal gencet produk jasa dgn pembenarannya rakyat lg yg mesti bayar mahal ceritanya orang kaya ikhlas nanggung pajak muncul bbg pembenaran kenaikan harga,negative,-1.0
pemotongan mesti diberlakukan mkn grts ribu ribu gaji asn dinaikkan varitas benih iso unggulan utk makanan ditinggalkan gizi nutrisi kenaikan pajak tdk membantu krisis,negative,-2.0
hutang kesejahteraan rakyat rakyat terpuruk membayar hutang negara pajak kenaikan harga barang,negative,-17.0
industri ekonomi kreatif pariwisata terdampak langsung tidak langsung akibat kenaikan tarif pajak pertambahan nilai ekonomi adadikompas,positive,5.0
kenaikan pajak pertambahan nilai ppn januari diberlakukan barangbarang mewah keterangan wakil ketua dpr ri sufmi dasco ahmad rombongan dpr ri menemui presiden prabowo subianto istana negara jakarta kamis,positive,1.0
perumahan pengeluaran terbesar masyarakat makanan minuman kenaikan tarif pajak pertambahan nilai menggerus pasar perumahan ekonomi adadikompas,positive,2.0
presiden prabowo subianto menyetujui kenaikan pajak pertambahan nilai ppn diberlakukan januari kenaikan dikenakan barangbarang mewah jenis selektif barang kebutuhan pokok jasa,positive,10.0
otak lo kmna lo bayar pajak tidakatau lo cuman buzzer iq pilpres kenaikan pajak,negative,-8.0
nominal pajaknya kenaikan rp pajak barangnya,negative,-3.0
thn kebelakang kemana aja tidak berkuasa perihal kenaikan pajak salah anggota dpr menolak tugas anggota dpr kerana tugas mensejahterakan rakyat,negative,-19.0
fenomena polisi tembak polisi polisi bunuh tembak pelajar remaja jaksel pria disabilitas rumors kenaikan pajak miftah dll yg viral dugaan kasus² mulyono amp dinastinya ttg ijazah siluman pesawat jet kkn dll tertutup,negative,-32.0
kenaikan pajak kenaikan nilai yg dibayarkan kenaikan pajak logikanya gitu,negative,-1.0
presiden prabowo menerima perwakilan pimpinan dpr ri istana merdeka bahas kenaikan tarif pajak pertambahan nilai ppn persen berlaku januari tenang nggak barang kena pajak,positive,8.0
semoga rakyat tenang mendengar penjelasan oneng tidak menandatangani berkas menko kenaikan pajak rakyat jelata,negative,-6.0
bener duaduanya tergantung konteks konteks kenaikan pajak harga barang ya perbandingan pajak pajak naiknya,positive,3.0
klo seandainya negara tidak berpihak rakyat rakyat mengerti arti koalisi kim plus dpr dr koalisi berdiri utk rakyat utk koalisi nya kenaikan pajak yg menentang kebijakan yg tidak pro rakyat,negative,-13.0
kalo kenaikan ya pajak nilai presentase halnya cm gram rupiah nilai naiknya nilai presentase kenaikannya,positive,16.0
rumusnya sesuai rumusmu jawabannya segitu tolong dipahami konteks kenaikan pajak rumusmu salah jawabannya yg salah rumus yg pakai salah,negative,-14.0
iklan google ads info kenaikan pajak barang mewah,negative,-6.0
dpr nya setuju kenaikan pajak persen kam pret ga,positive,2.0
daya beli turun brp lg ya dg kenaikan pajak kt brita sdh turun,negative,-4.0
yg mengerikan drpd kenaikan ppn upah nasional rendah sedunia ko kerja keras ko pu upah dipotong pajak ko pu pajak dibelikan peluru utk polisi polisi tembak ko pu anak,negative,-24.0
kenaikan pajak barang ditanyanya kenaikan pajak nilai pajak sblmnya kenaikan,negative,-4.0
mah rumus kenaikan pajak harga barang inikan yg dicari nilai kenaikan pajak pajak,negative,-1.0
stoik mingkem kenaikan pajak gak enak bekas kerjanya,negative,-1.0
tanda tanda hemat pajak kemarin aja kenaikan pajak ga beli skincare pakaian barang elektronik rupiah inflasi dolar pusing ambil tes lisensi,negative,-18.0
dewan ekonomi nasional den mendukung kenaikan pajak pertambahan nilai ppn barangbarang mewah,negative,-1.0
pimpinan perwakilan komisi dpr menghadap presiden ri prabowo subianto berdiskusi kenaikan tarif pajak pertambahan nilai ppn persen hasil diskusi tarif pajak pertambahan nilai ppn persen berlaku,positive,17.0
yg insetif pembebasan ppn ppnbm pembelian mobil isu kenaikan pajak menghantui masyarakat indonesia rakyak yg keberatan hrusnya tidak mobil yg bebaskan pajak,negative,-14.0
semestinya pegawai pejabat menolak kenaikan gaji tunjangan dll tidak mengundang potongan pajak dsbnya dgn keuangan negara tidak keberatan mengongkosi pemerintahnya,negative,-22.0
presiden prabowo subianto dikabarkan menyetujui rencana kenaikan tarif pajak pertambahan nilai ppn januari,positive,3.0
pd konsumen barang mewah penggunaan nomenklarurnya tidak diganti dgn nama ppnbm ppn jd ppn diganti kebijakan pemerintah masyarakat wajib waspada kenaikan beban pajak barang,negative,-11.0
aktris anggota dpr ri fraksi pdip presiden prabowo membatalkan rencana kenaikan pajak pertambahan nilai ppn persen rieke mengajukan interupsi rapat paripurna dpr ri,positive,4.0
jangn percaya pemerintah sulit dipercaya gak pph penghasilan mthn yg dinaikkan menawarkan amnesti pajak kaya tp dibebani kenaikan ppn,negative,-1.0
tolak kenaikan ppn batalkan amnesti pajak,negative,-7.0
kenaikan ppn diatur dlm uu harmonisasi peraturan perpajakan hpp pasal dlm peraturan pemerintah menaikan tarif lambat januari insentif pajak industri otomotif lex specialis lex generelis,negative,-3.0
anas urbaningrum menyelamatkan daya beli rakyat utama wacana pemerintah menaikkan ppn persen penolakan kenaikan ppn ditunda anasurbaningrum ppn pajak,negative,-5.0
puan tolak kenaikan pajak dasco langsung tanggapan tetappuan puanmaharani mbakpuan pdip pdiperjuangan ketuadprri dprri pajak gerindra copot mayor tedi banser agus,negative,-6.0
seruan puan hentikan kenaikan pajak langsung dasco rakyat menunggu aksi nyata puanmaharani tetappuan mbakpuan pdiperjuangan pdip ketuapdprri dprri explorepage pajak gerindra reelsvideo viraltrend politikindonesia,negative,-2.0
puan desak pembatalan kenaikan pajak dasco merespon cepat tetappuan puanmaharani mbakpuan pdip pdiperjuangan ketuadprri dprri pajak gerindra copot mayor tedi banser agus,negative,-11.0
seruan puan hentikan kenaikan pajak langsung dasco rakyat menunggu aksi nyata puanmaharani tetappuan mbakpuan pdiperjuangan pdip ketuapdprri dprri explorepage pajak gerindra reelsvideo viraltrend politikindonesia,negative,-2.0
puan maharani kenaikan pajak rakyat ditolak tetappuan mbakpuan puanmaharani pdiperjuangan pdip dprri duniapolitik fyp videoviral trending videotrending,negative,-7.0
puan tolak kebijakan kenaikan pajak tidak berpihak rakyat tetappuan mbakpuan puanmaharani pdiperjuangan pdip dprri duniapolitik fyp videoviral trending videotrending,negative,-9.0
puan bilang tidak kenaikan pajak dasco langsung merespon puanmaharani tetappuan mbakpuan pdiperjuangan pdip ketuapdprri dprri explorepage pajak gerindra reelsvideo viraltrend politikindonesia,negative,-5.0
menyalaaa kalimantan selatan ayok rakyat kalsel giat dikepung kenaikan pajak,negative,-3.0
ump kebutuhan memuluskan kenaikan pajak,negative,-1.0
tolak kenaikan ppn gak percaya selektif barang mewah kena ppnbm pisahkan dgn ppn barangjasa tidak kena pajak bebas ppn lho kegulung biaya produksi yg kena ppn cogs krn tdk offset ppn masukan,negative,-26.0
tolakppnpersen gamau uang pajak danai kenaikan anggaran polisi reformasipolri dukung tolak ppn dukung reformasi polri,negative,-3.0
ayo rakyat bersatu utk tidak utk ppn rakyat pilih presiden amp wakil rakyat dpr pemalas cari pendapatan negara dg instan memeras rakyat dg kenaikan pajak,negative,-8.0
ditebak habis naikin trus framing bansos trus seolaholah kenaikan pajak gk berpengaruh masyarakat halah monyed,negative,-7.0
anggota dpr ri rieke diah pitaloka interupsi rapat paripurna dpr ri kompleks parlemen jakarta kamis pembatalan wacana kenaikan pajak pertambahan nilai ppn persen,negative,-6.0
anggota dpr ri rieke diah pitaloka interupsi rapat paripurna dpr ri kompleks parlemen jakarta kamis pembatalan wacana kenaikan pajak pertambahan nilai ppn persen,negative,-6.0
isu urgent kayak kenaikan pajak budaya korupsi judi online offline ham diangkat digaungkan ngebahas ngangkat ga serame,negative,-11.0
presiden prabowo subianto mengumumkan upah minimum provinsi ump menekankan kenaikan upah minimum ditetapkan tujuan meningkatkan daya beli pekerja sembari memperhatikan daya saing usaha,negative,-2.0
adilnya dimana ya pa prabowo balas budi pendukungnya kabinet badan tim khusus yg super gemuk rakyat kenaikan pajak angaran makan siang anak sekolah turunkan ribu dll,negative,-18.0
usulan yg mestinya direalisasaikan trus masyarakat tdak ribut kenaikan ppn jdi trima gaji dikenakan pajakbeli beli dipajakin melek calon pengeluaran,negative,-3.0
kalo kenaikan pajak udah beda kementrian si karna konteksnya info kenaikan umk,negative,-8.0
express isu kenaikan ppn dampak perekonomian indonesia halo fkm kenaikan pajak pertambahan nilai ppn januari beban masyarakat berat perekonomian indonesia diproyeksi melambat,negative,-6.0
alihalih memiskinkan rakyat kenaikan pajak pemerintah dpr memiskinkan koruptor uu perampasan aset,negative,-3.0
wis keren nih usulannya yuk jadikan pks partai penguasa biar aspirasi nya diakomodir aja pks tolak kenaikan pajak pks mayoritas berbuat nih,negative,-4.0
kenaikan upah kalo dibarengi kenaikan harga barang pokok gada ngaruhnya kesejahteraan pajak dinaikin mending stabilkan harga kurangi pajak miskinkan koruptor,negative,-3.0
astagamangkanya kunyah pelan diatas spill peluang mmbatalkan kenaikan pajak prtambahan nilai ppn namn hrs dsetujui trlebih dpr revisi sndiri persetujuan pemerintah dpr,positive,5.0
garuda security meretas situs pemerintah protes kenaikan pajak meretas situs web pemerintah mengkritik rencana kenaikan pajak pertambahan nilai ppndengan mempersulit kehidupan masyarakat,negative,-6.0
peluang membatalkan kenaikan pajak pertambahan nilai ppn namn hrs disetujui dpr revisi persetujuan pemerintah dpr,positive,2.0
rencana implementasi coretax kenaikan ppn rencana nya efektif januari mari tunggu semoga hasil terbaik,positive,7.0
retas subdomain pemkab pinrang hacker protes kenaikan pajak read more channel,negative,-9.0
utusan husus presiden titel pekerjaannya aneh buang duit rskyat miftah bisanya bikin onar provokasi menjilat pejabat blusukan klub wanita malam etc yg mengalih perhatian masyarakat kenaikan pajak hutang negara yg menggunung,negative,-18.0
pemerintah mempertimbangkan ulang rencana kenaikan pajak pertambahan nilai ppn persen januari kenaikan ppn memperberat kondisi ekonomi bisnis sisi konsumen produsen ppnpersen kenaikanppn,positive,2.0
teori konsumsi permintaan teori ekonomi klasik kenaikan pajak mengurangi konsumsi harga mendorong masyarakat menunda membatalkan pembelian menyebabkan penurunan permintaan agregat,negative,-6.0
konglomerat dimanja kenaikan ppn kenaikan ppn pajak pertambahan nilai indonesia berlaku januari topik hangat memancing diskusi perspektif kalangan masyarakat penolakan kenaikan ppn,positive,3.0
partai perubahan menolak keras kenaikan pajak,negative,-3.0
pemerintah indonesia kenaikan ppn jazilul fawaid dpr ri kajian komprehensif kebijakan tidak menurunkan daya beli masyarakat ppn ekonomiindonesia pajak jazilulfawaid update news,negative,-7.0
yg bacot gitu blm sadar efek domino kenaikan harga komoditas pajak dll,positive,3.0
kenaikan ppn persen sektor bebas pajak padangekspres,negative,-5.0
kenaikan pajak dampak juwara juwaralaw juwaralaweducation bentangkanwawasanhukumkitasemua hukum hukumindonesia mahasiswahukum belajarhukum,negative,-6.0
th ketat ya kenaikan ppn jg umkmpengusaha nakal yg ga terendus pajak beli barang ga pake ppn pdhl dgn beli barang nyantumin no nik udh otomatis kedetect,negative,-6.0
min kenaikan pajak mengalir menggaji si kacamata hitam yg suka goblkin orang,negative,-5.0
ratusan juta rakyat jelata disusahin kenaikan pajak tuh,negative,-6.0
pemerintah resmi mengumumkan wacana kenaikan pajak pertambahan nilai ppn persen keputusan diambil sesuai undangundang harmonisasi peraturan perpajakan rincian kebijakan,positive,19.0
pajak pertambahan nilai ppn persen pemerintah hasil kenaikan pajak rakyat peningkatan pajak merugikan perempuan kelompok miskin berpenghasilan,negative,-9.0
hutang negara bertambah rakyat diperas dg kenaikan pajak dab macan iuran pejabat hedon trus gak kritik kebijakan presidenhabib sdh masuk angin ni,negative,-21.0
masuk akal pemerintah keknya gencer banget ambil uang rakyat pajak tapera kenaikan ppn yg diusulkan keknya emang ancur banget,negative,-9.0
spt tahunan tabungan kas deposito saham bursa obligasi amp semacamnya yg dlm bntk mata uang asing perlakuannya thn seblmnya memakai kurs pd tsb pd mengalami kenaikanpenurunan bgmn kurs pakai,positive,1.0
pemerintah kementerian keuangan kenaikan tarif pajak pertambahan nilai ppn persen diberlakukan selengkapnya kemenkeu kementrian keuangan ppnpersen pajak,positive,2.0
fokus isu korsel miftah harap lupa mengawal isu kenaikan pajak amp pembunuhan gamma tolakkenaikanppn reformasipolri,negative,-6.0
pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari,positive,5.0
sukses mas ahy airlangga kenaikan ppn pemerintah keputusan dpr salah ciri negara kebangkrutan menambah beban kenaikan pajak rakyatnya surga asing neraka pribumi,negative,-7.0
maha pengasih allah maha kuasa tolong bisikan kpd presiden menkeu kenaikan ppn dibatalkan sdh bayar jenis pajak pungutan kewajiban kebutuhan penuhi kemana mengadu,positive,21.0
rencana kenaikan tarif pajak pertambahan nilai ppn persen bergulir staf ahli menteri keuangan bidang ekonomi makro keuangan internasional kementerian keuangan kemenkeu parjiono pemerintah memperhatikan dampak kenaikan tarif,negative,-4.0
maju mundur tarif ppn kena beban kenaikan tarif pajak pertambahan nilai ppn bikin panas menteri keuangan ngotot amanat uu luhut bilang diundur baca selengkapnya link,negative,-6.0
ekonom kenaikan ppn picu penghindaran pajak sumber cnn indonesia foto cnn indonesia kenaikanppn kenaikanppnpersen kenaikanppn pajak,negative,-3.0
ya gak diakomodasi an lembaga badan diadaadain dibentuk kerjaan overlapping dgn kementerian yg sdh ujung nya budget sdm rakyat dibebani kenaikan pajak gaji,negative,-6.0
pemerintahan tipping point isuisu dipegang kenaikan pajak ekonomi melemah makan bergizi gratis dll isuisu menyentuh emosi rakyat kayak gini is not worth the risk let him go,negative,-6.0
polemik kenaikan pajak pertambahan nilai ppn berlanjut,positive,5.0
batalkan kenaikan pajak kembalikan akalan pemerintah mengakalin proyek mercusuar yg tidak uangnya,negative,-8.0
berbusa busa teoriintinya rakyatpaham pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari,positive,5.0
airlangga kenaikan ppn pemerintah keputusan dpr salah ciri negara kebangkrutan menambah beban kenaikan pajak rakyatnya ehem,negative,-5.0
kementerian keuangan kemenkeu kenaikan pajak pertambahan nilai ppn diberlakukan januari menuai protes kelesuan ekonomi simak selengkapnya,negative,-7.0
pemerintah menerapkan kenaikan pajak pertambahan nilai ppn kebijakan diberlakukan januari staf ahli menteri keuangan bidang ekonomi makro keuangan internasional parjiono kebijakan mengecualikan,positive,8.0
bonsas bansos bonsas bansos nambah kerjaan politik udah gak bansos bansosan ngasih bansos mending anggaran bansosnya nutup pajak aja biar gaada kenaikan ppn,negative,-6.0
percaya statemen luhut kemarin penundaan kenaikan pajak tolakppnpersen,negative,-1.0
terima kenaikan ppn smg phk pajak jg py kebijakan yg membumi tidak tarik asset sgla krn kdng pelaku krg paham jk paham modal produksi realistisyg semangat ya gaess,positive,3.0
